Parallel {
Buy 8850  AUKV @ 91.77 #+15145559425
Buy 6920  AKZOY @ 100.55 #+15145552766
Sell 1010  ABLE @ 18.88 #+15145551064
Buy 940  ABLE @ 19.08 #+15145550945
Buy 9950  AUKV @ 102.14 #+15145558366
Buy 1210  ABLE @ 19.18 #+15145559375
Buy 14630  AVAB @ 94.18 #+15145550046
Buy 15120  AVAB @ 95.33 #+15145559682
Sell 3680  AKZOY @ 100.52 #+15145556892
Sell 1520  ABLE @ 19.22 #+15145550858
Buy 15740  AUKV @ 100.06 #+15145553744
Buy 1250  ABLE @ 19.09 #+15145553321
Buy 19560  AVAB @ 97.07 #+15145550348
Sell 29670  AVAB @ 96.09 #+15145556703
Buy 1020  ABLE @ 19.03 #+15145555760
Sell 4720  AKZOY @ 100.58 #+15145559914
Sell 4400  AKZOY @ 100.95 #+15145552964
Sell 9450  AKZOY @ 100.87 #+15145559308
Sell 920  ABLE @ 19.04 #+15145550523
Sell 57300  AVAB @ 96.86 #+15145551886
Buy 26660  AVAB @ 98.04 #+15145559597
Buy 16060  AUKV @ 106.3 #+15145551469
Sell 6410  AUKV @ 107.05 #+15145558192
Buy 810  ABLE @ 19.05 #+15145558848
Sell 12260  AUKV @ 107.45 #+15145557936
Buy 16630  AVAB @ 98.69 #+15145556952
Buy 7640  AKZOY @ 101.13 #+15145557804
Sell 15150  AGOG @ 66.23 #+15145557066
Buy 4040  AKZOY @ 101.72 #+15145559530
Buy 5150  AUKV @ 106.94 #+15145551770
Buy 12510  AUKV @ 108.01 #+15145559919
Sell 35060  AGOG @ 65.79 #+15145551708
Sell 17280  AGOG @ 66.4 #+15145555729
Sell 11240  AGOG @ 67.63 #+15145556040
Buy 620  ABLE @ 18.75 #+15145556364
Buy 9450  AUKV @ 108.21 #+15145559914
Sell 770  ABLE @ 18.49 #+15145554822
Buy 9990  AUKV @ 109.3 #+15145559296
Sell 800  ABLE @ 18.47 #+15145559071
Buy 9480  AVAB @ 96.72 #+15145551029
Buy 5520  AKZOY @ 100.86 #+15145553157
Sell 12120  AKZOY @ 101 #+15145556257
Sell 12300  AGOG @ 67.52 #+15145558065
Sell 14010  AVAB @ 95.52 #+15145558055
Sell 720  ABLE @ 18.55 #+15145555974
Sell 870  ABLE @ 18.49 #+15145553995
Buy 880  ABLE @ 18.75 #+15145551799
Sell 10380  AUKV @ 108.62 #+15145557894
Buy 4760  AKZOY @ 100.72 #+15145557567
Buy 11930  AGOG @ 63.56 #+15145551253
Sell 18530  AGOG @ 65.9 #+15145552654
Sell 4910  AUKV @ 103.61 #+15145557205
Sell 28820  AGOG @ 64.65 #+15145558075
Buy 8490  AKZOY @ 101.46 #+15145553265
Sell 6220  AVAB @ 94.84 #+15145558959
Sell 2590  AUKV @ 101.61 #+15145555916
Sell 11680  AVAB @ 98.23 #+15145553675
Buy 13630  AKZOY @ 101.39 #+15145552909
Buy 5630  AUKV @ 100.43 #+15145559319
Buy 7520  AKZOY @ 101.62 #+15145557755
Sell 14540  AGOG @ 64.88 #+15145552966
Buy 23600  AKZOY @ 101.41 #+15145553738
Sell 9040  AVAB @ 99.67 #+15145557633
Buy 11880  AGOG @ 67.52 #+15145554376
Buy 9760  AVAB @ 101.28 #+15145553441
Sell 16550  AGOG @ 64.5 #+15145558713
Sell 22360  AKZOY @ 101.71 #+15145552108
Sell 22420  AGOG @ 62.75 #+15145550475
Sell 6110  AKZOY @ 101.34 #+15145556066
Buy 24220  AGOG @ 66.31 #+15145553693
Buy 1090  ABLE @ 18.66 #+15145557426
Sell 1620  ABLE @ 19 #+15145553497
Buy 16740  AGOG @ 64.86 #+15145558412
Sell 11410  AVAB @ 101.47 #+15145552392
Buy 10530  AUKV @ 100.32 #+15145551816
Sell 7560  AVAB @ 102.33 #+15145554261
Buy 6010  AUKV @ 100.62 #+15145558351
Buy 6280  AUKV @ 100.83 #+15145552806
Sell 10380  AUKV @ 101.12 #+15145550866
Buy 11210  AVAB @ 101.4 #+15145551158
Sell 3510  AUKV @ 99.94 #+15145557373
Buy 17290  AGOG @ 65.91 #+15145555469
Sell 1220  ABLE @ 18.92 #+15145553832
Sell 1450  ABLE @ 19.11 #+15145555727
Sell 6760  AKZOY @ 101.6 #+15145559987
Buy 13990  AVAB @ 98.99 #+15145555692
Sell 1090  ABLE @ 19.34 #+15145552820
Sell 9290  AKZOY @ 101.27 #+15145559291
Sell 12560  AVAB @ 98.54 #+15145555998
Sell 14090  AKZOY @ 101.61 #+15145552819
Buy 1570  ABLE @ 19.67 #+15145553082
Sell 8970  AKZOY @ 102.24 #+15145559272
Buy 18200  AGOG @ 65.11 #+15145557012
Sell 9470  AKZOY @ 102.37 #+15145558710
Sell 5440  AKZOY @ 102.43 #+15145557599
Buy 1140  ABLE @ 19.32 #+15145557553
Buy 22070  AGOG @ 66.1 #+15145552332
Buy 4600  AKZOY @ 102.5 #+15145559358
Sell 5880  AUKV @ 95.88 #+15145556338
Buy 1200  ABLE @ 19.19 #+15145555041
Buy 7930  AUKV @ 98.29 #+15145554128
Sell 2770  AVAB @ 98.53 #+15145552337
Buy 6150  AUKV @ 99.41 #+15145554937
Sell 5400  AKZOY @ 102.25 #+15145552546
Sell 5770  AKZOY @ 102.2 #+15145556290
Buy 4910  AKZOY @ 102.06 #+15145556609
Sell 930  ABLE @ 19.33 #+15145550196
Sell 5530  AKZOY @ 102.41 #+15145552646
Buy 1240  ABLE @ 19.1 #+15145557900
Buy 1640  AVAB @ 100.62 #+15145551238
Buy 5440  AKZOY @ 102.92 #+15145552629
Buy 12220  AVAB @ 100.93 #+15145559731
Buy 25950  AGOG @ 63.03 #+15145555990
Buy 26320  AGOG @ 66.11 #+15145558513
Buy 16710  AGOG @ 65.3 #+15145550766
Buy 1210  ABLE @ 19.06 #+15145554091
Sell 3840  AKZOY @ 102.66 #+15145558713
Sell 19440  AGOG @ 65.21 #+15145557015
Sell 980  ABLE @ 19.18 #+15145551325
Sell 1790  ABLE @ 19.28 #+15145553949
Buy 2590  AKZOY @ 103.15 #+15145553780
Sell 15290  AVAB @ 102.14 #+15145553966
Sell 12520  AGOG @ 65.16 #+15145557739
Buy 3550  AKZOY @ 102.97 #+15145551702
Sell 1140  ABLE @ 19.44 #+15145553911
Buy 16680  AGOG @ 64.66 #+15145552587
Buy 2830  AUKV @ 96.78 #+15145550437
Buy 5760  AKZOY @ 102.9 #+15145558646
Sell 12040  AVAB @ 100.06 #+15145551245
Sell 15780  AVAB @ 106.3 #+15145556652
Sell 4360  AKZOY @ 102.4 #+15145550347
Sell 7680  AVAB @ 107.05 #+15145550163
Buy 7210  AKZOY @ 102.32 #+15145552840
Sell 17500  AGOG @ 64.48 #+15145550435
Sell 5310  AKZOY @ 102.23 #+15145559395
Buy 7750  AVAB @ 107.45 #+15145551477
Buy 7360  AUKV @ 97.38 #+15145553991
Buy 10630  AVAB @ 106.94 #+15145553722
Sell 22730  AGOG @ 64.45 #+15145558029
Sell 8170  AKZOY @ 102.65 #+15145551580
Sell 13400  AUKV @ 97.43 #+15145550700
Sell 4890  AUKV @ 97.78 #+15145550721
Sell 3600  AVAB @ 108.01 #+15145559946
Sell 14350  AKZOY @ 102.82 #+15145559949
Buy 23110  AGOG @ 63.4 #+15145559930
Sell 30990  AGOG @ 62.73 #+15145554468
Buy 1170  ABLE @ 19.54 #+15145553160
Buy 8830  AKZOY @ 102.47 #+15145556962
Sell 9600  AUKV @ 100.33 #+15145551988
Sell 3780  AVAB @ 108.21 #+15145554843
Buy 18470  AGOG @ 63.39 #+15145557795
Buy 9430  AUKV @ 102.41 #+15145553691
Sell 910  ABLE @ 19.66 #+15145557836
Buy 24070  AGOG @ 63.03 #+15145557163
Sell 7740  AVAB @ 109.3 #+15145559197
Sell 16500  AGOG @ 64.17 #+15145551302
Buy 20930  AGOG @ 63.22 #+15145557181
Buy 11240  AVAB @ 108.62 #+15145552796
Sell 20390  AGOG @ 63.26 #+15145552449
Buy 1180  ABLE @ 19.53 #+15145556540
Sell 11560  AUKV @ 103.06 #+15145556229
Sell 10490  AVAB @ 103.61 #+15145554181
Buy 26570  AGOG @ 63.47 #+15145556127
Buy 14160  AKZOY @ 102.6 #+15145556119
Sell 6890  AKZOY @ 103.16 #+15145558711
Buy 12360  AVAB @ 101.61 #+15145550102
Sell 1180  ABLE @ 19.45 #+15145557265
Sell 7860  AVAB @ 100.43 #+15145554072
Buy 12800  AVAB @ 100.32 #+15145558586
Sell 1590  ABLE @ 19.16 #+15145552936
Buy 4000  AVAB @ 100.62 #+15145558700
Buy 6040  AKZOY @ 103.64 #+15145556266
Sell 8120  AKZOY @ 103.79 #+15145552175
Buy 11450  AKZOY @ 104.32 #+15145556893
Buy 5050  AKZOY @ 104.77 #+15145554067
Sell 16190  AGOG @ 62.61 #+15145555229
Sell 3380  AVAB @ 100.83 #+15145551155
Buy 22520  AGOG @ 63.51 #+15145554153
Buy 4910  AVAB @ 101.12 #+15145557274
Sell 2600  AVAB @ 99.94 #+15145552672
Buy 6650  AKZOY @ 104.5 #+15145557181
Buy 8300  AUKV @ 103.48 #+15145550634
Buy 7160  AKZOY @ 104.61 #+15145559529
Buy 8890  AUKV @ 102.92 #+15145550839
Buy 9860  AUKV @ 105.42 #+15145556498
Sell 9760  AKZOY @ 104.83 #+15145554200
Buy 16510  AGOG @ 61.33 #+15145559431
Sell 9480  AVAB @ 95.88 #+15145554349
Buy 13630  AKZOY @ 104.93 #+15145550540
Sell 5170  AUKV @ 102.89 #+15145559252
Buy 16480  AGOG @ 62.37 #+15145554228
Sell 1310  ABLE @ 19.01 #+15145556675
Sell 1510  ABLE @ 18.89 #+15145551522
Sell 8640  AKZOY @ 105.73 #+15145558359
Buy 8100  AUKV @ 103.29 #+15145552433
Buy 12530  AGOG @ 65.29 #+15145554255
Sell 5000  AUKV @ 102.47 #+15145556118
Sell 8540  AUKV @ 97.17 #+15145551754
Sell 3100  AVAB @ 98.29 #+15145559323
Buy 12430  AGOG @ 62.79 #+15145550285
Sell 1490  ABLE @ 18.92 #+15145554260
Sell 12640  AKZOY @ 105 #+15145558081
Sell 7080  AKZOY @ 104.54 #+15145554600
Sell 5130  AUKV @ 94.77 #+15145555000
Buy 8690  AUKV @ 94.42 #+15145554504
Sell 3920  AVAB @ 99.41 #+15145552276
Buy 1530  ABLE @ 18.98 #+15145553689
Buy 15700  AGOG @ 63.99 #+15145554395
Sell 9800  AKZOY @ 104.25 #+15145555828
Sell 5660  AVAB @ 96.78 #+15145550768
Sell 1370  ABLE @ 18.92 #+15145551136
Buy 11600  AVAB @ 97.38 #+15145553012
Sell 5650  AUKV @ 93.82 #+15145559465
Buy 11130  AGOG @ 62.16 #+15145550030
Buy 4700  AVAB @ 97.43 #+15145551063
Sell 5900  AUKV @ 95.56 #+15145552881
Buy 15450  AGOG @ 61.79 #+15145556225
Buy 1520  ABLE @ 18.96 #+15145550837
Buy 8220  AVAB @ 97.78 #+15145555036
Sell 2130  ABLE @ 19.21 #+15145559894
Sell 7450  AUKV @ 95.07 #+15145554657
Buy 4780  AVAB @ 100.33 #+15145555927
Sell 1740  ABLE @ 19.13 #+15145555274
Buy 3230  AKZOY @ 103.79 #+15145559402
Sell 9300  AUKV @ 96.21 #+15145557515
Sell 4680  AVAB @ 102.41 #+15145557494
Sell 9400  AVAB @ 103.06 #+15145554304
Sell 1260  ABLE @ 19.07 #+15145550331
Sell 4520  AKZOY @ 104.04 #+15145557155
Buy 3160  AVAB @ 103.48 #+15145558091
Sell 5160  AVAB @ 102.92 #+15145550463
Sell 1290  ABLE @ 19.04 #+15145550765
Buy 11660  AVAB @ 105.42 #+15145553928
Buy 5840  AVAB @ 102.89 #+15145557875
Buy 1350  ABLE @ 19.02 #+15145553467
Buy 10550  AVAB @ 103.29 #+15145552054
Sell 3500  AVAB @ 102.47 #+15145559316
Sell 1240  ABLE @ 19.06 #+15145551025
Buy 13720  AGOG @ 62.55 #+15145550885
Buy 24140  AGOG @ 62.68 #+15145559344
Sell 8520  AUKV @ 98.21 #+15145550789
Sell 6040  AKZOY @ 104.45 #+15145558364
Buy 11230  AUKV @ 96.91 #+15145558470
Sell 1260  ABLE @ 19.3 #+15145552519
Sell 4320  AKZOY @ 105.03 #+15145552899
Sell 15680  AGOG @ 62.72 #+15145559127
Sell 7760  AVAB @ 97.17 #+15145553519
Buy 17590  AGOG @ 63.85 #+15145559477
Sell 17560  AGOG @ 63.23 #+15145558685
Sell 12620  AUKV @ 95.72 #+15145555515
Buy 22930  AGOG @ 62.81 #+15145559114
Sell 3520  AKZOY @ 105.19 #+15145555317
Buy 3760  AVAB @ 94.77 #+15145554035
Sell 840  ABLE @ 19.27 #+15145555598
Buy 18660  AGOG @ 61.98 #+15145557942
Sell 5560  AKZOY @ 105.39 #+15145551714
Sell 8990  AKZOY @ 105.18 #+15145553161
Sell 21220  AGOG @ 62.44 #+15145551330
Sell 21500  AGOG @ 62 #+15145555459
Sell 22120  AGOG @ 63.45 #+15145552765
Sell 890  ABLE @ 19.37 #+15145557503
Buy 12390  AUKV @ 91.94 #+15145553436
Sell 8910  AKZOY @ 104.76 #+15145558460
Buy 670  ABLE @ 19.43 #+15145554263
Buy 990  ABLE @ 19.6 #+15145556632
Sell 4120  AKZOY @ 104.76 #+15145552810
Sell 8770  AUKV @ 89.77 #+15145556936
Sell 9300  AUKV @ 91.59 #+15145559167
Buy 1070  ABLE @ 19.62 #+15145557429
Sell 1350  ABLE @ 19.49 #+15145553327
Sell 6960  AKZOY @ 104.6 #+15145556013
Sell 9290  AVAB @ 94.42 #+15145550636
Buy 6910  AVAB @ 93.82 #+15145555170
Sell 6040  AVAB @ 95.56 #+15145558987
Sell 810  ABLE @ 19.24 #+15145558148
Buy 11360  AKZOY @ 104.86 #+15145555228
Buy 6500  AUKV @ 92.76 #+15145554919
Sell 1300  ABLE @ 19.23 #+15145552292
Sell 370  AVAB @ 95.07 #+15145552405
Sell 4160  AKZOY @ 104.95 #+15145555633
Buy 9250  AVAB @ 96.21 #+15145555205
Buy 4480  AKZOY @ 104.88 #+15145554391
Buy 4550  AVAB @ 98.21 #+15145558098
Buy 3280  AKZOY @ 105.07 #+15145550803
Sell 5770  AKZOY @ 104.48 #+15145555393
Sell 1160  ABLE @ 19.46 #+15145551405
Buy 12190  AVAB @ 96.91 #+15145557535
Sell 9770  AKZOY @ 104.08 #+15145557934
Buy 8750  AKZOY @ 104.42 #+15145556141
Buy 1010  ABLE @ 19.56 #+15145555214
Sell 10470  AUKV @ 94.3 #+15145553020
Sell 7600  AUKV @ 94.33 #+15145559679
Buy 6990  AUKV @ 94.8 #+15145558443
Buy 11680  AVAB @ 95.72 #+15145551283
Sell 3820  AUKV @ 95.46 #+15145557806
Sell 15870  AVAB @ 91.94 #+15145559582
Buy 880  ABLE @ 19.79 #+15145558196
Buy 4610  AUKV @ 95.38 #+15145559565
Sell 7920  AKZOY @ 104.29 #+15145556839
Buy 4810  AKZOY @ 104.36 #+15145554317
Sell 17170  AVAB @ 89.77 #+15145552981
Sell 8090  AKZOY @ 104.58 #+15145555950
Buy 35680  AGOG @ 60.49 #+15145550963
Buy 33700  AGOG @ 61.7 #+15145556868
Buy 15220  AVAB @ 91.59 #+15145551329
Sell 9050  AVAB @ 92.76 #+15145559480
Sell 6930  AUKV @ 97.71 #+15145556881
Buy 5910  AUKV @ 98.53 #+15145559173
Sell 16460  AGOG @ 61.71 #+15145559203
Sell 15860  AGOG @ 60.61 #+15145552716
Buy 17200  AGOG @ 60.17 #+15145559023
Buy 990  ABLE @ 19.51 #+15145555461
Sell 6590  AKZOY @ 103.86 #+15145550298
Sell 960  ABLE @ 19.6 #+15145557528
Buy 9350  AVAB @ 94.3 #+15145553124
Buy 13710  AUKV @ 99.31 #+15145553799
Sell 15890  AGOG @ 57.63 #+15145554582
Buy 920  ABLE @ 19.4 #+15145558999
Buy 6490  AKZOY @ 103.55 #+15145556352
Buy 6730  AVAB @ 94.33 #+15145558447
Buy 18690  AGOG @ 59.34 #+15145551504
Sell 7480  AUKV @ 97.32 #+15145553752
Buy 1340  ABLE @ 19.23 #+15145550240
Buy 870  ABLE @ 19.4 #+15145559777
Buy 980  ABLE @ 19.24 #+15145553447
Buy 6650  AKZOY @ 103.99 #+15145558022
Buy 10780  AUKV @ 97.97 #+15145554156
Sell 24780  AGOG @ 62.84 #+15145555986
Buy 9620  AVAB @ 94.8 #+15145552569
Buy 13040  AVAB @ 95.46 #+15145552029
Buy 3210  AKZOY @ 103.53 #+15145558691
Sell 1020  ABLE @ 19.41 #+15145554211
Sell 1230  ABLE @ 19.56 #+15145551595
Sell 25240  AGOG @ 58.53 #+15145550670
Buy 2490  ABLE @ 19.57 #+15145551339
Sell 14290  AUKV @ 97.96 #+15145557088
Sell 7370  AVAB @ 95.38 #+15145554713
Sell 5450  AKZOY @ 103.33 #+15145558516
Buy 6400  AKZOY @ 102.79 #+15145550313
Sell 1380  ABLE @ 19.5 #+15145556782
Buy 7150  AKZOY @ 102.47 #+15145554724
Buy 23590  AGOG @ 60.96 #+15145554552
Buy 25720  AGOG @ 61.55 #+15145553552
Buy 5800  AKZOY @ 102.7 #+15145551974
Buy 1120  ABLE @ 19.39 #+15145550983
Sell 1170  ABLE @ 19.59 #+15145550112
Buy 5800  AKZOY @ 102.55 #+15145553776
Sell 4590  AKZOY @ 102.38 #+15145552745
Sell 9060  AUKV @ 100 #+15145557898
Buy 19970  AGOG @ 62.45 #+15145557903
Buy 5960  AVAB @ 97.71 #+15145556305
Buy 19280  AGOG @ 61.3 #+15145554166
Buy 13920  AGOG @ 61.64 #+15145554446
Buy 7050  AUKV @ 99.3 #+15145556509
Sell 5000  AKZOY @ 102.49 #+15145552170
Sell 24990  AGOG @ 66.49 #+15145551066
Buy 10050  AGOG @ 60.88 #+15145556181
Buy 13600  AVAB @ 98.53 #+15145558770
Sell 11980  AGOG @ 61.84 #+15145553107
Sell 940  ABLE @ 19.63 #+15145557728
Buy 760  ABLE @ 19.27 #+15145558200
Buy 6430  AVAB @ 99.31 #+15145557397
Sell 9510  AGOG @ 61.71 #+15145552059
Buy 800  ABLE @ 19.58 #+15145559995
Sell 14690  AUKV @ 98.52 #+15145558316
Sell 740  ABLE @ 19.11 #+15145552287
Sell 720  ABLE @ 18.89 #+15145555434
Sell 8040  AKZOY @ 103.06 #+15145559110
Sell 10490  AUKV @ 101.1 #+15145555944
Sell 5580  AVAB @ 97.32 #+15145552134
Sell 12780  AUKV @ 99.7 #+15145555684
Buy 9080  AGOG @ 61.11 #+15145558072
Buy 9960  AVAB @ 97.97 #+15145554242
Buy 14570  AKZOY @ 103.26 #+15145557722
Buy 2840  AKZOY @ 103.05 #+15145553025
Buy 8460  AVAB @ 97.96 #+15145552181
Sell 8030  AKZOY @ 102.89 #+15145559409
Sell 7480  AGOG @ 60.73 #+15145551424
Buy 9910  AGOG @ 61.1 #+15145551271
Sell 3870  AGOG @ 60.43 #+15145554686
Sell 11210  AKZOY @ 102.17 #+15145553428
Sell 9920  AKZOY @ 101.89 #+15145558315
Buy 3600  AVAB @ 100 #+15145553226
Sell 2500  AGOG @ 60.91 #+15145555805
Sell 8640  AKZOY @ 102.14 #+15145550014
Sell 840  ABLE @ 18.78 #+15145552473
Buy 8790  AVAB @ 99.3 #+15145553241
Buy 6320  AKZOY @ 102.38 #+15145554707
Buy 6850  AVAB @ 98.52 #+15145559613
Buy 960  ABLE @ 18.83 #+15145552499
Sell 11400  AVAB @ 101.1 #+15145555297
Sell 6730  AKZOY @ 101.72 #+15145554356
Buy 6510  AUKV @ 98.53 #+15145552139
Sell 13420  AVAB @ 99.7 #+15145552875
Buy 9970  AVAB @ 98.53 #+15145553580
Sell 9990  AVAB @ 96.53 #+15145556790
Buy 3270  AUKV @ 96.53 #+15145554508
Buy 7470  AGOG @ 60.8 #+15145556055
Sell 12940  AGOG @ 61.11 #+15145555175
Buy 10600  AUKV @ 97.74 #+15145556141
Sell 8150  AUKV @ 96.66 #+15145557618
Buy 830  ABLE @ 18.88 #+15145553929
Sell 11570  AVAB @ 97.74 #+15145553629
Sell 750  ABLE @ 18.73 #+15145550734
Buy 660  ABLE @ 18.79 #+15145552948
Buy 570  ABLE @ 18.69 #+15145558709
Buy 600  ABLE @ 18.76 #+15145553448
Buy 5760  AVAB @ 96.66 #+15145554945
Buy 17550  AGOG @ 58.32 #+15145558142
Buy 7970  AUKV @ 96.39 #+15145553333
Sell 12820  AUKV @ 93.18 #+15145551820
Sell 9960  AVAB @ 96.39 #+15145554509
Buy 13320  AVAB @ 93.18 #+15145557209
Buy 310  ABLE @ 18.65 #+15145553551
Sell 5550  AKZOY @ 101.4 #+15145557458
Buy 6430  AUKV @ 92.98 #+15145555997
Sell 10520  AUKV @ 93.88 #+15145554523
Buy 12070  AUKV @ 95.18 #+15145559026
Sell 7220  AVAB @ 92.98 #+15145557677
Sell 3490  AUKV @ 93.56 #+15145551373
Buy 14990  AGOG @ 61.39 #+15145559668
Sell 12720  AUKV @ 93.95 #+15145553441
Buy 12780  AGOG @ 60.98 #+15145550768
Sell 18540  AGOG @ 61.35 #+15145555112
Sell 12700  AVAB @ 93.88 #+15145553607
Buy 4440  AKZOY @ 100.59 #+15145552555
Buy 7400  AUKV @ 92.5 #+15145556548
Buy 5610  AKZOY @ 100.34 #+15145559718
Buy 240  ABLE @ 18.81 #+15145555949
Sell 630  ABLE @ 18.92 #+15145555956
Buy 6890  AKZOY @ 99.74 #+15145556488
Buy 4170  AVAB @ 95.18 #+15145557761
Sell 2750  AUKV @ 93.33 #+15145552847
Buy 12550  AVAB @ 93.56 #+15145555392
Buy 6390  AVAB @ 93.95 #+15145550870
Buy 9490  AVAB @ 92.5 #+15145557814
Buy 11720  AUKV @ 93.82 #+15145555388
Sell 700  ABLE @ 18.7 #+15145556017
Buy 20130  AGOG @ 61.61 #+15145550963
Sell 7630  AKZOY @ 99.39 #+15145556833
Buy 1300  ABLE @ 18.54 #+15145553017
Buy 7080  AKZOY @ 99.45 #+15145554191
Buy 8520  AKZOY @ 99.34 #+15145551303
Buy 800  ABLE @ 18.53 #+15145558100
Buy 5890  AVAB @ 93.33 #+15145556467
Sell 9670  AVAB @ 93.82 #+15145552462
Buy 24630  AGOG @ 64.82 #+15145557069
Buy 5500  AVAB @ 92.72 #+15145555275
Sell 850  ABLE @ 18.26 #+15145558065
Sell 7300  AUKV @ 92.72 #+15145552170
Buy 26520  AGOG @ 58.8 #+15145552159
Buy 46690  AGOG @ 61.25 #+15145555917
Sell 11960  AVAB @ 94.36 #+15145552515
Buy 1150  ABLE @ 18.39 #+15145559953
Sell 9780  AVAB @ 96.6 #+15145556832
Buy 880  ABLE @ 18.54 #+15145552187
Sell 14300  AUKV @ 94.36 #+15145556659
Buy 1030  ABLE @ 18.35 #+15145553323
Buy 1060  ABLE @ 18.35 #+15145555499
Sell 7420  AVAB @ 95.65 #+15145553818
Sell 810  ABLE @ 18.55 #+15145556333
Sell 7530  AUKV @ 96.6 #+15145557463
Buy 12230  AUKV @ 95.65 #+15145557057
Sell 930  ABLE @ 18.48 #+15145556303
Buy 5120  AKZOY @ 99.16 #+15145553384
Buy 28940  AGOG @ 61.41 #+15145550754
Buy 6330  AKZOY @ 99 #+15145559730
Sell 12690  AVAB @ 95.79 #+15145552761
Sell 7120  AKZOY @ 98.93 #+15145559867
Buy 1110  ABLE @ 18.74 #+15145555592
Buy 12790  AUKV @ 95.79 #+15145556492
Sell 1120  ABLE @ 18.99 #+15145551738
Buy 3530  AVAB @ 96.61 #+15145551931
Sell 33780  AGOG @ 60.43 #+15145551019
Buy 9280  AKZOY @ 99.21 #+15145557124
Sell 1090  ABLE @ 19.19 #+15145553581
Sell 970  ABLE @ 19.22 #+15145558871
Sell 19970  AGOG @ 59.8 #+15145556252
Buy 14030  AVAB @ 97 #+15145559375
Buy 4170  AKZOY @ 99.89 #+15145556128
Sell 18440  AGOG @ 60.38 #+15145557464
Buy 5070  AKZOY @ 99.88 #+15145557604
Buy 8050  AUKV @ 96.61 #+15145556919
Sell 9210  AVAB @ 97.28 #+15145550553
Buy 13890  AVAB @ 97.55 #+15145551392
Buy 24090  AGOG @ 59.25 #+15145550790
Buy 5770  AKZOY @ 100.28 #+15145557833
Sell 46250  AGOG @ 59.28 #+15145555745
Sell 930  ABLE @ 19.07 #+15145554912
Sell 3760  AKZOY @ 100.7 #+15145551103
Buy 26240  AGOG @ 58.44 #+15145558917
Buy 12390  AGOG @ 58.4 #+15145554793
Buy 1020  ABLE @ 19.11 #+15145555627
Buy 17980  AVAB @ 99.93 #+15145554478
Sell 13640  AGOG @ 59.1 #+15145558635
Buy 14230  AVAB @ 96.63 #+15145554367
Buy 4970  AKZOY @ 100.9 #+15145555059
Buy 4190  AKZOY @ 101.06 #+15145552441
Sell 10180  AUKV @ 97 #+15145556187
Buy 16880  AGOG @ 58.92 #+15145551690
Sell 8820  AUKV @ 97.28 #+15145555182
Sell 22450  AGOG @ 59.7 #+15145558520
Sell 8210  AVAB @ 97.57 #+15145559278
Sell 29890  AGOG @ 59.48 #+15145558494
Buy 17420  AVAB @ 97.36 #+15145550472
Sell 14360  AVAB @ 98.84 #+15145551332
Sell 12240  AVAB @ 104.2 #+15145555616
Buy 11090  AVAB @ 102.77 #+15145553308
Buy 37310  AGOG @ 53.88 #+15145558184
Sell 7530  AKZOY @ 101.2 #+15145550221
Buy 57680  AGOG @ 54.64 #+15145554563
Sell 51670  AGOG @ 56.47 #+15145551416
Buy 390  ABLE @ 19.15 #+15145553618
Buy 14600  AGOG @ 58.51 #+15145556729
Buy 6720  AKZOY @ 100.91 #+15145554103
Buy 13240  AVAB @ 102.45 #+15145553063
Sell 16380  AUKV @ 97.55 #+15145556284
Sell 7020  AVAB @ 102.28 #+15145556195
Sell 19070  AGOG @ 59.62 #+15145556820
Sell 820  ABLE @ 19.46 #+15145551317
Sell 15250  AUKV @ 99.93 #+15145557163
Sell 25210  AGOG @ 59.06 #+15145559443
Buy 5790  AKZOY @ 101.15 #+15145551928
Sell 12080  AVAB @ 106.28 #+15145554045
Sell 29040  AGOG @ 56.59 #+15145553930
Buy 18550  AUKV @ 96.63 #+15145553404
Sell 33290  AGOG @ 55.29 #+15145556907
Sell 7730  AVAB @ 103.33 #+15145558927
Sell 4510  AVAB @ 104.07 #+15145559280
Sell 16700  AGOG @ 58.47 #+15145555761
Sell 8730  AUKV @ 97.57 #+15145555040
Buy 6510  AKZOY @ 100.87 #+15145554751
Sell 22730  AUKV @ 97.36 #+15145550986
Sell 14930  AVAB @ 101.83 #+15145554047
Sell 6920  AKZOY @ 100.57 #+15145552607
Buy 12010  AVAB @ 101.62 #+15145557135
Buy 8630  AVAB @ 104.37 #+15145556538
Buy 4570  AKZOY @ 100.75 #+15145557208
Buy 4490  AKZOY @ 101.16 #+15145554313
Sell 1250  ABLE @ 19.29 #+15145558658
Buy 7680  AUKV @ 98.84 #+15145557751
Sell 4160  AKZOY @ 100.78 #+15145558354
Buy 6930  AUKV @ 104.2 #+15145556060
Sell 1500  ABLE @ 19.25 #+15145551061
Buy 1980  ABLE @ 18.98 #+15145553379
Sell 7150  AVAB @ 106.09 #+15145557183
Buy 5040  AKZOY @ 100.61 #+15145554788
Buy 11620  AVAB @ 102.82 #+15145558666
Sell 3640  AUKV @ 102.77 #+15145550424
Buy 6760  AKZOY @ 100.27 #+15145554032
Sell 5790  AKZOY @ 100.19 #+15145557013
Sell 1760  ABLE @ 19.35 #+15145558784
Buy 4280  AKZOY @ 99.9 #+15145559455
Sell 47280  AGOG @ 62.11 #+15145559780
Buy 1260  ABLE @ 19.62 #+15145553763
Sell 9760  AUKV @ 102.45 #+15145553826
Buy 1300  ABLE @ 19.61 #+15145555445
